Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PPIC","Peptidylprolyl Isomerase C","Protein Coding","P45877","52","GC05M123023","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIC"
"RAG2","Recombination Activating 2","Protein Coding","P55895","52","GC11M036575","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAG2"
"RAMP3","Receptor Activity Modifying Protein 3","Protein Coding","O60896","52","GC07P045482","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP3"
"SLC7A8","Solute Carrier Family 7 Member 8","Protein Coding","Q9UHI5","52","GC14M023125","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A8"
"TSC22D1","TSC22 Domain Family Member 1","Protein Coding","Q15714","52","GC13M044432","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC22D1"
"CNNM4","Cyclin And CBS Domain Divalent Metal Cation Transport Mediator 4","Protein Coding","Q6P4Q7","51","GC02P100011","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNNM4"
"DCAF1","DDB1 And CUL4 Associated Factor 1","Protein Coding","Q9Y4B6","51","GC03M051395","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF1"
"DOCK10","Dedicator Of Cytokinesis 10","Protein Coding","Q96BY6","51","GC02M224765","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK10"
"IFT57","Intraflagellar Transport 57","Protein Coding","Q9NWB7","51","GC03M108160","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT57"
"LGALS8","Galectin 8","Protein Coding","O00214","51","GC01P236518","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS8"
"MAP3K6","Mitogen-Activated Protein Kinase Kinase Kinase 6","Protein Coding","O95382","51","GC01M034806","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K6"
"NCAPD3","Non-SMC Condensin II Complex Subunit D3","Protein Coding","P42695","51","GC11M134150","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPD3"
"PARL","Presenilin Associated Rhomboid Like","Protein Coding","Q9H300","51","GC03M183826","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARL"
"CBFA2T3","CBFA2/RUNX1 Partner Transcriptional Co-Repressor 3","Protein Coding","O75081","50","GC16M088874","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBFA2T3"
"CHMP2A","Charged Multivesicular Body Protein 2A","Protein Coding","O43633","50","GC19M058551","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP2A"
"CSN1S1","Casein Alpha S1","Protein Coding","P47710","50","GC04P070102","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN1S1"
"CSNK1G3","Casein Kinase 1 Gamma 3","Protein Coding","Q9Y6M4","50","GC05P123512","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1G3"
"IBSP","Integrin Binding Sialoprotein","Protein Coding","P21815","50","GC04P087799","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IBSP"
"MARCHF5","Membrane Associated Ring-CH-Type Finger 5","Protein Coding","Q9NX47","50","GC10P124140","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF5"
"MNDA","Myeloid Cell Nuclear Differentiation Antigen","Protein Coding","P41218","50","GC01P158831","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNDA"
"PAG1","Phosphoprotein Membrane Anchor With Glycosphingolipid Microdomains 1","Protein Coding","Q9NWQ8","50","GC08M080967","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAG1"
"TESK1","Testis Associated Actin Remodelling Kinase 1","Protein Coding","Q15569","50","GC09P035605","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TESK1"
"TRIP10","Thyroid Hormone Receptor Interactor 10","Protein Coding","Q15642","50","GC19P006737","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP10"
"USP30","Ubiquitin Specific Peptidase 30","Protein Coding","Q70CQ3","50","GC12P109027","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP30"
"ABO","ABO, Alpha 1-3-N-Acetylgalactosaminyltransferase And Alpha 1-3-Galactosyltransferase","Protein Coding","P16442","49","GC09M133250","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABO"
"KLHL1","Kelch Like Family Member 1","Protein Coding","Q9NR64","49","GC13M069700","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL1"
"TOX","Thymocyte Selection Associated High Mobility Group Box","Protein Coding","O94900","49","GC08M058805","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOX"
"TSPAN8","Tetraspanin 8","Protein Coding","P19075","49","GC12M071125","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN8"
"BIN2","Bridging Integrator 2","Protein Coding","Q9UBW5","48","GC12M051281","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIN2"
"COX7A1","Cytochrome C Oxidase Subunit 7A1","Protein Coding","P24310","48","GC19M109457","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7A1"
"CYP39A1","Cytochrome P450 Family 39 Subfamily A Member 1","Protein Coding","Q9NYL5","48","GC06M046549","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP39A1"
"SLC28A2","Solute Carrier Family 28 Member 2","Protein Coding","O43868","48","GC15P045252","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC28A2"
"ULBP3","UL16 Binding Protein 3","Protein Coding","Q9BZM4","48","GC06M150062","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULBP3"
"EDF1","Endothelial Differentiation Related Factor 1","Protein Coding","O60869","47","GC09M136862","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDF1"
"GALNT6","Polypeptide N-Acetylgalactosaminyltransferase 6","Protein Coding","Q8NCL4","47","GC12M051351","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT6"
"HOXC4","Homeobox C4","Protein Coding","P09017","47","GC12P054016","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC4"
"KLHL12","Kelch Like Family Member 12","Protein Coding","Q53G59","47","GC01M202891","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL12"
"MTUS1","Microtubule Associated Scaffold Protein 1","Protein Coding","Q9ULD2","47","GC08M017643","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTUS1"
"PLCL2","Phospholipase C Like 2","Protein Coding","Q9UPR0","47","GC03P027180","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCL2"
"RFFL","Ring Finger And FYVE Like Domain Containing E3 Ubiquitin Protein Ligase","Protein Coding","Q8WZ73","47","GC17M096845","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFFL"
"SLC7A3","Solute Carrier Family 7 Member 3","Protein Coding","Q8WY07","47","GC0XM070926","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A3"
"AKAP11","A-Kinase Anchoring Protein 11","Protein Coding","Q9UKA4","46","GC13P042272","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP11"
"EVL","Enah/Vasp-Like","Protein Coding","Q9UI08","46","GC14P099971","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVL"
"GPR179","G Protein-Coupled Receptor 179","Protein Coding","Q6PRD1","46","GC17M097047","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR179"
"ERP27","Endoplasmic Reticulum Protein 27","Protein Coding","Q96DN0","45","GC12M014914","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERP27"
"LAMTOR5","Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 5","Protein Coding","O43504","45","GC01M110401","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR5"
"LOXHD1","Lipoxygenase Homology PLAT Domains 1","Protein Coding","Q8IVV2","45","GC18M046476","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOXHD1"
"LVRN","Laeverin","Protein Coding","Q6Q4G3","45","GC05P115962","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LVRN"
"RASSF2","Ras Association Domain Family Member 2","Protein Coding","P50749","45","GC20M004780","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF2"
"RHBDD2","Rhomboid Domain Containing 2","Protein Coding","Q6NTF9","45","GC07P075842","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHBDD2"
"SKIC8","SKI8 Subunit Of Superkiller Complex","Protein Coding","Q9GZS3","45","GC15M165961","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIC8"
"TSPAN32","Tetraspanin 32","Protein Coding","Q96QS1","45","GC11P020317","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN32"
"CYTIP","Cytohesin 1 Interacting Protein","Protein Coding","O60759","44","GC02M157414","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTIP"
"DESI2","Desumoylating Isopeptidase 2","Protein Coding","Q9BSY9","44","GC01P244678","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DESI2"
"MAGEB2","MAGE Family Member B2","Protein Coding","O15479","44","GC0XP030215","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEB2"
"ST6GALNAC6","ST6 N-Acetylgalactosaminide Alpha-2,6-Sialyltransferase 6","Protein Coding","Q969X2","44","GC09M131763","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST6GALNAC6"
"UBXN1","UBX Domain Protein 1","Protein Coding","Q04323","44","GC11M139663","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN1"
"UTP14A","UTP14A Small Subunit Processome Component","Protein Coding","Q9BVJ6","44","GC0XP129906","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP14A"
"CNOT10","CCR4-NOT Transcription Complex Subunit 10","Protein Coding","Q9H9A5","43","GC03P032685","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT10"
"ZNF175","Zinc Finger Protein 175","Protein Coding","Q9Y473","42","GC19P051571","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF175"
"F8A1","Coagulation Factor VIII Associated 1","Protein Coding","P23610","41","GC0XP154886","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F8A1"
"LRATD1","LRAT Domain Containing 1","Protein Coding","Q96KN4","41","GC02P014632","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRATD1"
"ZNF460","Zinc Finger Protein 460","Protein Coding","Q14592","41","GC19P057279","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF460"
"DESI1","Desumoylating Isopeptidase 1","Protein Coding","Q6ICB0","40","GC22M041598","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DESI1"
"USP35","Ubiquitin Specific Peptidase 35","Protein Coding","Q9P2H5","40","GC11P078188","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP35"
"ERICH3","Glutamate Rich 3","Protein Coding","Q5RHP9","39","GC01M074568","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERICH3"
"VSTM2L","V-Set And Transmembrane Domain Containing 2 Like","Protein Coding","Q96N03","39","GC20P037903","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSTM2L"
"H3C15","H3 Clustered Histone 15","Protein Coding","Q71DI3","38","GC01P176450","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C15"
"HAUS3","HAUS Augmin Like Complex Subunit 3","Protein Coding","Q68CZ6","38","GC04M002227","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAUS3"
"ZNF641","Zinc Finger Protein 641","Protein Coding","Q96N77","38","GC12M052216","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF641"
"C18orf54","Chromosome 18 Open Reading Frame 54","Protein Coding","Q8IYD9","37","GC18P054357","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C18orf54"
"PRR7","Proline Rich 7, Synaptic","Protein Coding","Q8TB68","37","GC05P190363","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR7"
"TUBA4B","Tubulin Alpha 4b","Protein Coding","Q9H853","34","GC02P219253","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA4B"
"VCY","Variable Charge Y-Linked","Protein Coding","O14598","32","GC0YM013986","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCY"
"FOLH1B","Folate Hydrolase 1B (Pseudogene)","Pseudogene","Q9HBA9","31","GC11P108641","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOLH1B"
"MIR10B","MicroRNA 10b","RNA Gene","","31","GC02P176150","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10B"
"SERF1B","Small EDRK-Rich Factor 1B","Protein Coding","O75920","30","GC05P070025","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERF1B"
"SNHG7","Small Nucleolar RNA Host Gene 7","RNA Gene","","30","GC09M139274","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG7"
"MIR23B","MicroRNA 23b","RNA Gene","","29","GC09P095085","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23B"
"MIR33B","MicroRNA 33b","RNA Gene","","27","GC17M017813","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR33B"
"LINC00482","Long Intergenic Non-Protein Coding RNA 482","RNA Gene","Q8N8I6","25","GC17M098224","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00482"
"LUCAT1","Lung Cancer Associated Transcript 1","RNA Gene","","25","GC05M091054","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUCAT1"
"CCDST","Cervical Cancer Associated DHX9 Suppressive Transcript","RNA Gene","","24","GC01P177497","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDST"
"LINCMD1","Long Intergenic Non-Protein Coding RNA, Muscle Differentiation 1","RNA Gene","","24","GC06M052146","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINCMD1"
"MIR520C","MicroRNA 520c","RNA Gene","","24","GC19P153079","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520C"
"MIR551B","MicroRNA 551b","RNA Gene","","24","GC03P168551","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR551B"
"SCARNA7","Small Cajal Body-Specific RNA 7","RNA Gene","","24","GC03M160514","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA7"
"MIR449C","MicroRNA 449c","RNA Gene","","23","GC05M055173","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449C"
"MIR522","MicroRNA 522","RNA Gene","","21","GC19P053751","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR522"
"PWAR5","Prader Willi/Angelman Region RNA 5","RNA Gene","","21","GC15P192324","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWAR5"
"CTNS-AS1","CTNS Antisense RNA 1","RNA Gene","","18","GC17M098346","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNS-AS1"
"DSG2-AS1","DSG2 Antisense RNA 1","RNA Gene","","18","GC18M038335","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG2-AS1"
"MIR4707","MicroRNA 4707","RNA Gene","","18","GC14M028762","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4707"
"MIR103B2","MicroRNA 103b-2","RNA Gene","","17","GC20M004436","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR103B2"
"MIR3939","MicroRNA 3939","RNA Gene","","17","GC06M166997","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3939"
"MIR4274","MicroRNA 4274","RNA Gene","","17","GC04P029824","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4274"
"MIR626","MicroRNA 626","RNA Gene","","17","GC15P041691","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR626"
"MIR3189","MicroRNA 3189","RNA Gene","","15","GC19P018386","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3189"
"MIR520F","MicroRNA 520f","RNA Gene","","15","GC19P053682","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR520F"
"MIR548A2","MicroRNA 548a-2","RNA Gene","","15","GC06P135239","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548A2"
"MIR548A3","MicroRNA 548a-3","RNA Gene","","15","GC08M104484","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548A3"
"MT1XP1","Metallothionein 1X Pseudogene 1","Pseudogene","","13","GC01M022612","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1XP1"
"ALDH7A1P1","Aldehyde Dehydrogenase 7 Family Member A1 Pseudogene 1","Pseudogene","","12","GC05P077290","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH7A1P1"
"TRK-TTT3-5","TRNA-Lys (Anticodon TTT) 3-5","RNA Gene","","11","GC17P153778","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRK-TTT3-5"
"ENSG00000272542","Novel Transcript","RNA Gene","","10","GC13P102888","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000272542"
"LINC01472","Long Intergenic Non-Protein Coding RNA 1472","RNA Gene","","10","GC03P127499","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01472"
"MIR5692B","MicroRNA 5692b","RNA Gene","","10","GC21M042950","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5692B"
"MIR8061","MicroRNA 8061","RNA Gene","","10","GC19P153112","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR8061"
"LOC122152296","OCT4-NANOG HESC Enhancer GRCh37_chr1:216419825-216420431","Functional Element","","8","GC01P216246","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC122152296"
"LOC129929542","ATAC-STARR-Seq Lymphoblastoid Active Region 277","Functional Element","","8","GC01P081897","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129929542"
"LOC130065345","ATAC-STARR-Seq Lymphoblastoid Silent Region 12635","Functional Element","","8","GC20P011434","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130065345"
"GPCPD1","Glycerophosphocholine Phosphodiesterase 1","Protein Coding","Q9NPB8","42","GC20M010695","0.0990651026368141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPCPD1"
"TRB","T Cell Receptor Beta Locus","Protein Coding","P0DSE2","29","GC07P167785","0.0990651026368141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRB"
"TYK2","Tyrosine Kinase 2","Protein Coding","P29597","66","GC19M010350","0.0946482345461845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2"
